1000,0.2546
2000,0.2774
3000,0.3306
4000,0.2964
5000,0.3056
6000,0.3332
7000,0.334
8000,0.3566
9000,0.3468
10000,0.3482
11000,0.3398
12000,0.369
13000,0.3696
14000,0.3778
15000,0.3682
16000,0.3942
17000,0.3796
18000,0.3822
19000,0.3874
20000,0.3546
21000,0.3714
22000,0.3834
23000,0.4048
24000,0.3834
